Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter
SHIP000173,Hyderabad,Bangalore,2024-04-12,2024-04-16,2024-04-17,Truck,1462,Clear,Moderate,Yes,1,4,0,0,2,2924,0,4,4,2
SHIP000174,Lucknow,Delhi,2023-04-02,2023-04-06,2023-04-08,Container,1350,Clear,Heavy,Yes,2,4,1,0,3,4050,0,6,4,2
SHIP000175,Pune,Jaipur,2023-10-04,2023-10-09,2023-10-14,Lorry,1757,Clear,Moderate,Yes,5,5,0,0,2,3514,0,2,10,4
SHIP000176,Pune,Jaipur,2024-02-07,2024-02-10,2024-02-14,Trailer,980,Clear,Heavy,Yes,4,3,0,0,3,2940,0,2,2,1
SHIP000177,Jaipur,Ahmedabad,2023-03-08,2023-03-09,2023-03-11,Trailer,296,Clear,Heavy,Yes,2,1,0,0,3,888,0,2,3,1
SHIP000178,Chennai,Delhi,2024-03-10,2024-03-13,2024-03-16,Container,929,Rain,Light,Yes,3,3,1,1,1,929,1,6,3,1
SHIP000179,Jaipur,Delhi,2024-02-17,2024-02-18,2024-02-23,Trailer,238,Clear,Light,Yes,5,1,1,0,1,238,0,5,2,1
SHIP000180,Mumbai,Pune,2023-08-28,2023-09-01,2023-09-01,Truck,1452,Clear,Light,No,0,4,0,0,1,1452,0,0,8,3
SHIP000181,Kolkata,Chennai,2023-03-28,2023-04-01,2023-04-01,Container,1436,Clear,Light,No,0,4,0,0,1,1436,0,1,3,1
SHIP000182,Jaipur,Chennai,2023-01-25,2023-01-27,2023-01-28,Container,632,Clear,Moderate,Yes,1,2,0,0,2,1264,0,2,1,1
SHIP000183,Mumbai,Jaipur,2023-12-10,2023-12-14,2023-12-16,Container,1229,Rain,Moderate,Yes,2,4,1,1,2,2458,2,6,12,4
SHIP000184,Hyderabad,Jaipur,2023-06-15,2023-06-18,2023-06-19,Lorry,975,Clear,Moderate,Yes,1,3,0,0,2,1950,0,3,6,2
SHIP000185,Ahmedabad,Mumbai,2023-10-01,2023-10-02,2023-10-04,Container,544,Clear,Heavy,Yes,2,1,1,0,3,1632,0,6,10,4
SHIP000186,Pune,Lucknow,2023-12-03,2023-12-08,2023-12-11,Lorry,1769,Rain,Heavy,Yes,3,5,1,1,3,5307,3,6,12,4
SHIP000187,Bangalore,Jaipur,2023-10-08,2023-10-14,2023-10-22,Truck,1960,Fog,Heavy,Yes,8,6,1,2,3,5880,6,6,10,4
SHIP000188,Ahmedabad,Kolkata,2023-07-06,2023-07-11,2023-07-16,Trailer,1632,Clear,Heavy,Yes,5,5,0,0,3,4896,0,3,7,3
SHIP000189,Jaipur,Kolkata,2024-05-15,2024-05-21,2024-05-24,Lorry,1859,Fog,Moderate,Yes,3,6,0,2,2,3718,4,2,5,2
SHIP000190,Hyderabad,Mumbai,2023-02-04,2023-02-08,2023-02-09,Lorry,1438,Clear,Moderate,Yes,1,4,1,0,2,2876,0,5,2,1
SHIP000191,Pune,Jaipur,2023-03-02,2023-03-05,2023-03-07,Trailer,1038,Fog,Light,Yes,2,3,0,2,1,1038,2,3,3,1
SHIP000192,Pune,Bangalore,2023-08-27,2023-08-30,2023-09-01,Truck,967,Fog,Light,Yes,2,3,1,2,1,967,2,6,8,3
SHIP000193,Pune,Chennai,2023-04-05,2023-04-06,2023-04-13,Truck,244,Rain,Moderate,Yes,7,1,0,1,2,488,2,2,4,2
SHIP000194,Chennai,Delhi,2023-06-14,2023-06-17,2023-06-19,Trailer,912,Clear,Heavy,Yes,2,3,0,0,3,2736,0,2,6,2
SHIP000195,Chennai,Jaipur,2023-05-15,2023-05-18,2023-05-21,Trailer,1046,Rain,Light,Yes,3,3,0,1,1,1046,1,0,5,2
SHIP000196,Ahmedabad,Kolkata,2023-07-17,2023-07-18,2023-07-19,Container,541,Clear,Moderate,Yes,1,1,0,0,2,1082,0,0,7,3
SHIP000197,Bangalore,Pune,2023-09-27,2023-10-03,2023-10-02,Trailer,1748,Clear,Moderate,Yes,-1,6,0,0,2,3496,0,2,9,3
SHIP000198,Chennai,Kolkata,2024-03-18,2024-03-22,2024-03-23,Trailer,1399,Clear,Moderate,Yes,1,4,0,0,2,2798,0,0,3,1
SHIP000199,Ahmedabad,Jaipur,2023-04-27,2023-04-30,2023-04-30,Container,1023,Clear,Light,No,0,3,0,0,1,1023,0,3,4,2
SHIP000200,Kolkata,Hyderabad,2023-12-14,2023-12-19,2023-12-20,Trailer,1684,Clear,Moderate,Yes,1,5,0,0,2,3368,0,3,12,4
SHIP000201,Lucknow,Mumbai,2023-04-28,2023-05-01,2023-05-03,Lorry,1144,Clear,Heavy,Yes,2,3,0,0,3,3432,0,4,4,2
SHIP000202,Lucknow,Hyderabad,2023-02-03,2023-02-08,2023-02-11,Container,1662,Rain,Light,Yes,3,5,0,1,1,1662,1,4,2,1
SHIP000203,Pune,Bangalore,2024-03-22,2024-03-25,2024-03-26,Trailer,955,Rain,Light,Yes,1,3,0,1,1,955,1,4,3,1
SHIP000204,Bangalore,Pune,2024-03-21,2024-03-23,2024-03-25,Truck,870,Fog,Light,Yes,2,2,0,2,1,870,2,3,3,1
SHIP000205,Pune,Lucknow,2023-08-07,2023-08-11,2023-08-13,Lorry,1217,Rain,Moderate,Yes,2,4,0,1,2,2434,2,0,8,3
SHIP000206,Lucknow,Kolkata,2023-04-17,2023-04-20,2023-04-20,Lorry,1031,Clear,Light,No,0,3,0,0,1,1031,0,0,4,2
SHIP000207,Bangalore,Lucknow,2024-05-08,2024-05-14,2024-05-15,Lorry,1824,Clear,Moderate,Yes,1,6,0,0,2,3648,0,2,5,2
SHIP000208,Ahmedabad,Lucknow,2023-07-01,2023-07-03,2023-07-03,Truck,792,Clear,Light,No,0,2,1,0,1,792,0,5,7,3
SHIP000209,Bangalore,Delhi,2023-02-02,2023-02-04,2023-02-04,Trailer,725,Clear,Light,No,0,2,0,0,1,725,0,3,2,1
SHIP000210,Bangalore,Mumbai,2023-08-05,2023-08-08,2023-08-10,Truck,935,Rain,Moderate,Yes,2,3,1,1,2,1870,2,5,8,3
SHIP000211,Ahmedabad,Bangalore,2024-05-05,2024-05-07,2024-05-08,Trailer,638,Rain,Light,Yes,1,2,1,1,1,638,1,6,5,2
SHIP000212,Kolkata,Mumbai,2023-05-11,2023-05-13,2023-05-19,Container,674,Fog,Light,Yes,6,2,0,2,1,674,2,3,5,2
SHIP000213,Ahmedabad,Chennai,2023-12-31,2024-01-01,2024-01-09,Trailer,349,Rain,Light,Yes,8,1,1,1,1,349,1,6,12,4
SHIP000214,Pune,Mumbai,2023-11-11,2023-11-13,2023-11-15,Trailer,871,Clear,Heavy,Yes,2,2,1,0,3,2613,0,5,11,4
SHIP000215,Lucknow,Mumbai,2023-04-07,2023-04-10,2023-04-16,Lorry,1192,Rain,Light,Yes,6,3,0,1,1,1192,1,4,4,2
SHIP000216,Lucknow,Jaipur,2023-03-14,2023-03-15,2023-03-15,Truck,411,Clear,Light,No,0,1,0,0,1,411,0,1,3,1
SHIP000217,Chennai,Ahmedabad,2023-07-05,2023-07-11,2023-07-12,Truck,1819,Clear,Moderate,Yes,1,6,0,0,2,3638,0,2,7,3
SHIP000218,Ahmedabad,Delhi,2023-10-19,2023-10-21,2023-10-27,Container,803,Rain,Moderate,Yes,6,2,0,1,2,1606,2,3,10,4
SHIP000219,Kolkata,Ahmedabad,2024-04-05,2024-04-10,2024-04-10,Container,1582,Clear,Light,No,0,5,0,0,1,1582,0,4,4,2
SHIP000220,Kolkata,Mumbai,2023-06-14,2023-06-18,2023-06-19,Trailer,1308,Clear,Moderate,Yes,1,4,0,0,2,2616,0,2,6,2
SHIP000221,Kolkata,Jaipur,2023-07-25,2023-07-27,2023-07-27,Truck,813,Clear,Light,No,0,2,0,0,1,813,0,1,7,3
SHIP000222,Lucknow,Mumbai,2023-02-20,2023-02-24,2023-03-02,Container,1290,Clear,Moderate,Yes,6,4,0,0,2,2580,0,0,2,1
SHIP000223,Ahmedabad,Chennai,2023-11-16,2023-11-19,2023-11-20,Lorry,1132,Rain,Light,Yes,1,3,0,1,1,1132,1,3,11,4
SHIP000224,Bangalore,Hyderabad,2023-04-13,2023-04-18,2023-04-19,Container,1528,Clear,Moderate,Yes,1,5,0,0,2,3056,0,3,4,2
SHIP000225,Delhi,Lucknow,2024-04-14,2024-04-17,2024-04-18,Trailer,963,Clear,Moderate,Yes,1,3,1,0,2,1926,0,6,4,2
SHIP000226,Kolkata,Ahmedabad,2023-01-01,2023-01-04,2023-01-08,Container,1069,Rain,Light,Yes,4,3,1,1,1,1069,1,6,1,1
SHIP000227,Bangalore,Delhi,2023-01-05,2023-01-07,2023-01-07,Lorry,871,Clear,Light,No,0,2,0,0,1,871,0,3,1,1
SHIP000228,Mumbai,Kolkata,2024-03-25,2024-03-28,2024-03-29,Trailer,1189,Clear,Moderate,Yes,1,3,0,0,2,2378,0,0,3,1
SHIP000229,Hyderabad,Bangalore,2024-03-25,2024-03-26,2024-03-27,Lorry,301,Rain,Light,Yes,1,1,0,1,1,301,1,0,3,1
SHIP000230,Hyderabad,Bangalore,2023-11-03,2023-11-07,2023-11-08,Trailer,1488,Clear,Moderate,Yes,1,4,0,0,2,2976,0,4,11,4
SHIP000231,Pune,Hyderabad,2023-01-15,2023-01-16,2023-01-21,Trailer,471,Clear,Heavy,Yes,5,1,1,0,3,1413,0,6,1,1
SHIP000232,Mumbai,Ahmedabad,2023-03-09,2023-03-11,2023-03-14,Lorry,668,Rain,Heavy,Yes,3,2,0,1,3,2004,3,3,3,1
SHIP000233,Delhi,Lucknow,2024-03-26,2024-03-30,2024-04-01,Lorry,1358,Clear,Heavy,Yes,2,4,0,0,3,4074,0,1,3,1
SHIP000234,Pune,Mumbai,2024-02-07,2024-02-12,2024-02-16,Truck,1509,Fog,Heavy,Yes,4,5,0,2,3,4527,6,2,2,1
SHIP000235,Delhi,Pune,2023-12-06,2023-12-08,2023-12-10,Lorry,879,Clear,Heavy,Yes,2,2,0,0,3,2637,0,2,12,4
SHIP000236,Chennai,Ahmedabad,2024-03-19,2024-03-24,2024-03-26,Lorry,1709,Clear,Heavy,Yes,2,5,0,0,3,5127,0,1,3,1
SHIP000237,Kolkata,Lucknow,2023-07-22,2023-07-26,2023-07-29,Truck,1272,Clear,Light,Yes,3,4,1,0,1,1272,0,5,7,3
SHIP000238,Ahmedabad,Mumbai,2024-04-12,2024-04-17,2024-04-18,Container,1554,Clear,Moderate,Yes,1,5,0,0,2,3108,0,4,4,2
SHIP000239,Jaipur,Kolkata,2024-04-29,2024-04-30,2024-05-05,Lorry,494,Rain,Moderate,Yes,5,1,0,1,2,988,2,0,4,2
SHIP000240,Kolkata,Jaipur,2024-04-15,2024-04-16,2024-04-16,Truck,501,Clear,Light,No,0,1,0,0,1,501,0,0,4,2
SHIP000241,Jaipur,Bangalore,2024-05-18,2024-05-19,2024-05-21,Container,513,Fog,Light,Yes,2,1,1,2,1,513,2,5,5,2
SHIP000242,Ahmedabad,Chennai,2024-02-20,2024-02-23,2024-02-25,Container,959,Clear,Heavy,Yes,2,3,0,0,3,2877,0,1,2,1
SHIP000243,Hyderabad,Bangalore,2023-02-01,2023-02-03,2023-02-08,Lorry,793,Clear,Moderate,Yes,5,2,0,0,2,1586,0,2,2,1
SHIP000244,Lucknow,Jaipur,2024-02-22,2024-02-25,2024-02-28,Trailer,1091,Fog,Moderate,Yes,3,3,0,2,2,2182,4,3,2,1
SHIP000245,Pune,Lucknow,2023-02-16,2023-02-20,2023-02-21,Trailer,1443,Clear,Moderate,Yes,1,4,0,0,2,2886,0,3,2,1
SHIP000246,Jaipur,Ahmedabad,2023-09-30,2023-10-03,2023-10-04,Trailer,1113,Clear,Moderate,Yes,1,3,1,0,2,2226,0,5,9,3
SHIP000247,Chennai,Mumbai,2024-04-10,2024-04-12,2024-04-14,Trailer,748,Rain,Moderate,Yes,2,2,0,1,2,1496,2,2,4,2
SHIP000248,Chennai,Kolkata,2023-10-28,2023-10-30,2023-10-31,Container,792,Clear,Moderate,Yes,1,2,1,0,2,1584,0,5,10,4
SHIP000249,Mumbai,Chennai,2024-02-21,2024-02-22,2024-02-24,Container,252,Clear,Heavy,Yes,2,1,0,0,3,756,0,2,2,1
SHIP000250,Bangalore,Lucknow,2023-12-28,2024-01-02,2024-01-03,Container,1659,Clear,Moderate,Yes,1,5,0,0,2,3318,0,3,12,4
SHIP000251,Bangalore,Kolkata,2023-06-12,2023-06-14,2023-06-18,Trailer,706,Fog,Heavy,Yes,4,2,0,2,3,2118,6,0,6,2
SHIP000252,Mumbai,Kolkata,2023-03-08,2023-03-09,2023-03-09,Lorry,273,Clear,Light,No,0,1,0,0,1,273,0,2,3,1
SHIP000253,Hyderabad,Jaipur,2023-05-17,2023-05-19,2023-05-19,Truck,897,Clear,Light,No,0,2,0,0,1,897,0,2,5,2
SHIP000254,Lucknow,Delhi,2023-12-27,2023-12-28,2023-12-29,Container,441,Clear,Moderate,Yes,1,1,0,0,2,882,0,2,12,4
SHIP000255,Jaipur,Hyderabad,2023-11-23,2023-11-29,2023-11-30,Container,1935,Clear,Moderate,Yes,1,6,0,0,2,3870,0,3,11,4
SHIP000256,Pune,Lucknow,2024-05-22,2024-05-27,2024-05-31,Container,1749,Rain,Moderate,Yes,4,5,0,1,2,3498,2,2,5,2
SHIP000257,Ahmedabad,Pune,2023-10-23,2023-10-25,2023-10-29,Truck,648,Clear,Moderate,Yes,4,2,0,0,2,1296,0,0,10,4
SHIP000258,Bangalore,Hyderabad,2023-12-15,2023-12-21,2023-12-23,Container,1806,Clear,Heavy,Yes,2,6,0,0,3,5418,0,4,12,4
SHIP000259,Delhi,Bangalore,2024-05-31,2024-06-05,2024-06-05,Container,1520,Clear,Light,No,0,5,0,0,1,1520,0,4,5,2
SHIP000260,Ahmedabad,Mumbai,2023-05-26,2023-05-29,2023-05-29,Lorry,1054,Clear,Light,No,0,3,0,0,1,1054,0,4,5,2
SHIP000261,Chennai,Lucknow,2023-02-07,2023-02-13,2023-02-19,Truck,1931,Clear,Moderate,Yes,6,6,0,0,2,3862,0,1,2,1
SHIP000262,Hyderabad,Mumbai,2024-01-30,2024-01-31,2024-02-02,Container,475,Clear,Heavy,Yes,2,1,0,0,3,1425,0,1,1,1
SHIP000263,Jaipur,Mumbai,2024-06-01,2024-06-04,2024-06-05,Container,1151,Clear,Moderate,Yes,1,3,1,0,2,2302,0,5,6,2
SHIP000264,Pune,Mumbai,2023-01-07,2023-01-10,2023-01-11,Trailer,977,Rain,Light,Yes,1,3,1,1,1,977,1,5,1,1
SHIP000265,Ahmedabad,Chennai,2024-05-29,2024-05-31,2024-06-01,Container,896,Clear,Moderate,Yes,1,2,0,0,2,1792,0,2,5,2
SHIP000266,Pune,Lucknow,2023-11-28,2023-11-29,2023-12-05,Trailer,441,Rain,Light,Yes,6,1,0,1,1,441,1,1,11,4
SHIP000267,Mumbai,Kolkata,2023-02-22,2023-02-24,2023-02-28,Trailer,715,Rain,Moderate,Yes,4,2,0,1,2,1430,2,2,2,1
SHIP000268,Mumbai,Hyderabad,2024-02-22,2024-02-26,2024-02-26,Container,1400,Clear,Light,No,0,4,0,0,1,1400,0,3,2,1
SHIP000269,Ahmedabad,Mumbai,2023-02-27,2023-02-28,2023-03-01,Truck,368,Clear,Moderate,Yes,1,1,0,0,2,736,0,0,2,1
SHIP000270,Pune,Chennai,2024-01-06,2024-01-08,2024-01-09,Truck,899,Clear,Moderate,Yes,1,2,1,0,2,1798,0,5,1,1
SHIP000271,Pune,Hyderabad,2023-11-22,2023-11-25,2023-12-03,Trailer,1143,Fog,Moderate,Yes,8,3,0,2,2,2286,4,2,11,4
SHIP000272,Hyderabad,Lucknow,2024-05-11,2024-05-15,2024-05-16,Container,1262,Clear,Moderate,Yes,1,4,1,0,2,2524,0,5,5,2
SHIP000273,Pune,Chennai,2023-05-12,2023-05-15,2023-05-19,Container,928,Clear,Light,Yes,4,3,0,0,1,928,0,4,5,2
SHIP000274,Chennai,Delhi,2023-10-23,2023-10-25,2023-10-25,Truck,735,Clear,Light,No,0,2,0,0,1,735,0,0,10,4
SHIP000275,Lucknow,Hyderabad,2023-01-01,2023-01-05,2023-01-05,Lorry,1479,Clear,Light,No,0,4,1,0,1,1479,0,6,1,1
SHIP000276,Bangalore,Chennai,2023-01-22,2023-01-23,2023-01-24,Truck,495,Clear,Moderate,Yes,1,1,1,0,2,990,0,6,1,1
SHIP000277,Chennai,Delhi,2024-01-22,2024-01-25,2024-01-24,Container,796,Clear,Moderate,Yes,-1,3,0,0,2,1592,0,0,1,1
SHIP000278,Delhi,Mumbai,2023-03-11,2023-03-15,2023-03-16,Lorry,1331,Clear,Moderate,Yes,1,4,1,0,2,2662,0,5,3,1
SHIP000279,Ahmedabad,Kolkata,2024-01-21,2024-01-26,2024-01-28,Trailer,1703,Clear,Heavy,Yes,2,5,1,0,3,5109,0,6,1,1
SHIP000280,Hyderabad,Ahmedabad,2023-11-14,2023-11-16,2023-11-23,Trailer,882,Clear,Heavy,Yes,7,2,0,0,3,2646,0,1,11,4
SHIP000281,Delhi,Lucknow,2024-01-20,2024-01-22,2024-01-25,Truck,625,Rain,Heavy,Yes,3,2,1,1,3,1875,3,5,1,1
SHIP000282,Hyderabad,Lucknow,2023-11-18,2023-11-22,2023-11-23,Trailer,1281,Clear,Moderate,Yes,1,4,1,0,2,2562,0,5,11,4
SHIP000283,Lucknow,Hyderabad,2023-07-15,2023-07-20,2023-07-25,Container,1635,Clear,Moderate,Yes,5,5,1,0,2,3270,0,5,7,3
SHIP000284,Ahmedabad,Hyderabad,2023-11-04,2023-11-05,2023-11-07,Container,537,Clear,Heavy,Yes,2,1,1,0,3,1611,0,5,11,4
SHIP000285,Delhi,Hyderabad,2024-05-28,2024-06-03,2024-06-04,Trailer,1978,Clear,Moderate,Yes,1,6,0,0,2,3956,0,1,5,2
SHIP000286,Hyderabad,Lucknow,2024-04-20,2024-04-23,2024-04-29,Truck,936,Rain,Light,Yes,6,3,1,1,1,936,1,5,4,2
SHIP000287,Delhi,Kolkata,2024-02-17,2024-02-21,2024-02-21,Trailer,1479,Clear,Light,No,0,4,1,0,1,1479,0,5,2,1
SHIP000288,Lucknow,Ahmedabad,2023-04-07,2023-04-12,2023-04-15,Container,1658,Clear,Light,Yes,3,5,0,0,1,1658,0,4,4,2
SHIP000289,Delhi,Hyderabad,2023-02-06,2023-02-10,2023-02-13,Trailer,1264,Fog,Moderate,Yes,3,4,0,2,2,2528,4,0,2,1
SHIP000290,Hyderabad,Delhi,2024-05-25,2024-05-27,2024-05-28,Truck,729,Clear,Moderate,Yes,1,2,1,0,2,1458,0,5,5,2
SHIP000291,Pune,Ahmedabad,2023-06-26,2023-06-30,2023-07-03,Container,1249,Fog,Moderate,Yes,3,4,0,2,2,2498,4,0,6,2
SHIP000292,Hyderabad,Mumbai,2023-04-24,2023-04-28,2023-04-28,Lorry,1279,Clear,Light,No,0,4,0,0,1,1279,0,0,4,2
SHIP000293,Hyderabad,Chennai,2023-01-07,2023-01-09,2023-01-09,Lorry,851,Clear,Light,No,0,2,1,0,1,851,0,5,1,1
SHIP000294,Lucknow,Kolkata,2023-04-21,2023-04-24,2023-04-25,Lorry,967,Clear,Moderate,Yes,1,3,0,0,2,1934,0,4,4,2
SHIP000295,Jaipur,Bangalore,2023-03-21,2023-03-23,2023-03-23,Truck,883,Clear,Light,No,0,2,0,0,1,883,0,1,3,1
SHIP000296,Ahmedabad,Bangalore,2023-05-18,2023-05-23,2023-05-29,Trailer,1597,Clear,Moderate,Yes,6,5,0,0,2,3194,0,3,5,2
SHIP000297,Lucknow,Hyderabad,2023-12-08,2023-12-12,2023-12-13,Truck,1281,Clear,Moderate,Yes,1,4,0,0,2,2562,0,4,12,4
SHIP000298,Hyderabad,Delhi,2023-03-22,2023-03-26,2023-03-30,Lorry,1468,Fog,Heavy,Yes,4,4,0,2,3,4404,6,2,3,1
SHIP000299,Delhi,Hyderabad,2023-11-03,2023-11-07,2023-11-07,Truck,1443,Clear,Light,No,0,4,0,0,1,1443,0,4,11,4
SHIP000300,Mumbai,Hyderabad,2023-09-06,2023-09-07,2023-09-08,Trailer,354,Clear,Moderate,Yes,1,1,0,0,2,708,0,2,9,3
SHIP000301,Lucknow,Delhi,2023-10-06,2023-10-09,2023-10-09,Trailer,1176,Clear,Light,No,0,3,0,0,1,1176,0,4,10,4
SHIP000302,Lucknow,Bangalore,2023-11-20,2023-11-22,2023-11-22,Trailer,886,Clear,Light,No,0,2,0,0,1,886,0,0,11,4
SHIP000303,Kolkata,Bangalore,2023-06-02,2023-06-04,2023-06-06,Lorry,789,Rain,Moderate,Yes,2,2,0,1,2,1578,2,4,6,2
SHIP000304,Bangalore,Mumbai,2023-08-06,2023-08-12,2023-08-18,Trailer,1959,Clear,Heavy,Yes,6,6,1,0,3,5877,0,6,8,3
SHIP000305,Bangalore,Ahmedabad,2023-03-12,2023-03-16,2023-03-16,Container,1298,Clear,Light,No,0,4,1,0,1,1298,0,6,3,1
SHIP000306,Kolkata,Pune,2023-02-06,2023-02-12,2023-02-13,Container,1894,Clear,Moderate,Yes,1,6,0,0,2,3788,0,0,2,1
SHIP000307,Bangalore,Kolkata,2023-03-22,2023-03-26,2023-03-28,Container,1449,Clear,Heavy,Yes,2,4,0,0,3,4347,0,2,3,1
SHIP000308,Kolkata,Pune,2023-08-19,2023-08-20,2023-08-22,Lorry,245,Rain,Moderate,Yes,2,1,1,1,2,490,2,5,8,3
SHIP000309,Delhi,Mumbai,2023-01-23,2023-01-27,2023-02-01,Trailer,1404,Clear,Heavy,Yes,5,4,0,0,3,4212,0,0,1,1
SHIP000310,Bangalore,Hyderabad,2023-08-20,2023-08-23,2023-08-26,Container,1049,Clear,Light,Yes,3,3,1,0,1,1049,0,6,8,3
SHIP000311,Bangalore,Ahmedabad,2023-01-25,2023-01-28,2023-01-29,Lorry,1038,Clear,Moderate,Yes,1,3,0,0,2,2076,0,2,1,1
SHIP000312,Lucknow,Ahmedabad,2024-03-27,2024-04-01,2024-04-02,Container,1776,Clear,Moderate,Yes,1,5,0,0,2,3552,0,2,3,1
SHIP000313,Hyderabad,Chennai,2024-01-26,2024-01-29,2024-01-30,Trailer,1141,Clear,Moderate,Yes,1,3,0,0,2,2282,0,4,1,1
SHIP000314,Chennai,Lucknow,2024-05-17,2024-05-22,2024-05-24,Lorry,1647,Clear,Heavy,Yes,2,5,0,0,3,4941,0,4,5,2
SHIP000315,Lucknow,Jaipur,2023-12-01,2023-12-07,2023-12-07,Truck,1885,Clear,Light,No,0,6,0,0,1,1885,0,4,12,4
SHIP000316,Hyderabad,Kolkata,2023-07-10,2023-07-11,2023-07-11,Lorry,472,Clear,Light,No,0,1,0,0,1,472,0,0,7,3
SHIP000317,Pune,Ahmedabad,2024-05-12,2024-05-16,2024-05-24,Trailer,1222,Fog,Moderate,Yes,8,4,1,2,2,2444,4,6,5,2
SHIP000318,Delhi,Chennai,2023-12-12,2023-12-16,2023-12-16,Trailer,1489,Clear,Light,No,0,4,0,0,1,1489,0,1,12,4
SHIP000319,Chennai,Lucknow,2023-09-19,2023-09-23,2023-09-26,Container,1269,Clear,Light,Yes,3,4,0,0,1,1269,0,1,9,3
SHIP000320,Delhi,Pune,2023-05-14,2023-05-16,2023-05-20,Container,610,Clear,Light,Yes,4,2,1,0,1,610,0,6,5,2
SHIP000321,Ahmedabad,Kolkata,2023-08-20,2023-08-26,2023-08-26,Trailer,1879,Clear,Light,No,0,6,1,0,1,1879,0,6,8,3
SHIP000322,Kolkata,Mumbai,2023-02-24,2023-02-25,2023-03-02,Lorry,335,Clear,Heavy,Yes,5,1,0,0,3,1005,0,4,2,1
SHIP000323,Lucknow,Hyderabad,2023-12-04,2023-12-06,2023-12-07,Container,819,Clear,Moderate,Yes,1,2,0,0,2,1638,0,0,12,4
SHIP000324,Ahmedabad,Pune,2024-04-02,2024-04-03,2024-04-03,Truck,207,Clear,Light,No,0,1,0,0,1,207,0,1,4,2
SHIP000325,Chennai,Kolkata,2024-01-06,2024-01-09,2024-01-13,Container,1123,Clear,Light,Yes,4,3,1,0,1,1123,0,5,1,1
SHIP000326,Pune,Kolkata,2023-09-11,2023-09-16,2023-09-19,Lorry,1538,Clear,Moderate,Yes,3,5,0,0,2,3076,0,0,9,3
SHIP000327,Ahmedabad,Hyderabad,2023-01-10,2023-01-11,2023-01-15,Lorry,344,Rain,Moderate,Yes,4,1,0,1,2,688,2,1,1,1
SHIP000328,Hyderabad,Lucknow,2024-02-20,2024-02-21,2024-02-23,Lorry,437,Clear,Light,Yes,2,1,0,0,1,437,0,1,2,1
SHIP000329,Delhi,Jaipur,2023-06-29,2023-07-03,2023-07-04,Container,1420,Clear,Moderate,Yes,1,4,0,0,2,2840,0,3,6,2
SHIP000330,Mumbai,Delhi,2023-06-16,2023-06-18,2023-06-18,Trailer,691,Clear,Light,No,0,2,0,0,1,691,0,4,6,2
SHIP000331,Delhi,Chennai,2023-11-12,2023-11-18,2023-11-18,Container,1823,Clear,Light,No,0,6,1,0,1,1823,0,6,11,4
SHIP000332,Hyderabad,Kolkata,2024-01-07,2024-01-08,2024-01-09,Container,400,Clear,Moderate,Yes,1,1,1,0,2,800,0,6,1,1
SHIP000333,Hyderabad,Jaipur,2023-04-19,2023-04-22,2023-04-27,Container,1178,Clear,Moderate,Yes,5,3,0,0,2,2356,0,2,4,2
SHIP000334,Lucknow,Bangalore,2023-09-26,2023-09-30,2023-10-01,Lorry,1421,Rain,Light,Yes,1,4,0,1,1,1421,1,1,9,3
SHIP000335,Lucknow,Delhi,2024-01-15,2024-01-17,2024-01-20,Lorry,871,Fog,Moderate,Yes,3,2,0,2,2,1742,4,0,1,1
SHIP000336,Jaipur,Mumbai,2023-01-10,2023-01-13,2023-01-17,Container,908,Rain,Moderate,Yes,4,3,0,1,2,1816,2,1,1,1
SHIP000337,Lucknow,Mumbai,2023-12-17,2023-12-21,2023-12-22,Trailer,1284,Clear,Moderate,Yes,1,4,1,0,2,2568,0,6,12,4
SHIP000338,Chennai,Jaipur,2023-01-29,2023-02-03,2023-02-09,Lorry,1564,Clear,Moderate,Yes,6,5,1,0,2,3128,0,6,1,1
SHIP000339,Hyderabad,Mumbai,2024-04-13,2024-04-16,2024-04-18,Lorry,1095,Clear,Heavy,Yes,2,3,1,0,3,3285,0,5,4,2
SHIP000340,Delhi,Kolkata,2024-03-17,2024-03-22,2024-03-22,Truck,1795,Clear,Light,No,0,5,1,0,1,1795,0,6,3,1
SHIP000341,Kolkata,Delhi,2023-10-26,2023-10-30,2023-11-03,Trailer,1255,Rain,Moderate,Yes,4,4,0,1,2,2510,2,3,10,4
SHIP000342,Ahmedabad,Lucknow,2023-12-12,2023-12-13,2023-12-14,Lorry,288,Clear,Moderate,Yes,1,1,0,0,2,576,0,1,12,4
SHIP000343,Lucknow,Chennai,2023-09-09,2023-09-12,2023-09-17,Truck,978,Clear,Light,Yes,5,3,1,0,1,978,0,5,9,3
SHIP000344,Chennai,Bangalore,2023-02-18,2023-02-20,2023-02-26,Lorry,636,Rain,Moderate,Yes,6,2,1,1,2,1272,2,5,2,1
SHIP000345,Jaipur,Lucknow,2023-12-23,2023-12-27,2023-12-29,Lorry,1499,Fog,Light,Yes,2,4,1,2,1,1499,2,5,12,4
SHIP000346,Jaipur,Kolkata,2023-02-27,2023-03-01,2023-03-02,Container,724,Clear,Moderate,Yes,1,2,0,0,2,1448,0,0,2,1
